Nome; Slug; Apelido; Foto; ID; Rodada; Clube ID; Posicao ID; Status ID; Pontos; Preco; Variacao; Media; Jogos
91687; João Pedro Heinen Silva;joao-pedro;João Pedro;https://s.glbimg.com/es/sde/f/2018/05/04/4893d73bb16e2cf9f4a7935e67f9d395_FORMATO.png;3;263;4;6;0.0;3.0;0.0;0.0;0
40006;Abel Carlos da Silva Braga;abel-braga;Abel Braga;https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png;3;266;6;7;3.85;10.21;-0.18;4.3;3
101314;Ademir da Silva Santos Junior;ademir;Ademir;https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png;3;327;5;6;0.0;2.0;0.0;0.0;0
69012;Aderbar Melo dos Santos Neto;santos;Santos;https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png;3;293;1;7;16.7;10.51;4.23;8.47;3
88423;Aderlan de Lima Silva;aderlan;Aderlan;https://s.glbimg.com/es/sde/f/2018/03/17/138010c4f380e27d9122f984627b1769_FORMATO.png;3;327;2;6;0.0;2.0;0.0;0.0;0
93296;Aderllan Leandro de Jesus Santos;aderllan;Aderllan;https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png;3;287;3;6;0.0;2.0;0.0;0.0;0
50307;Adilson Warken;adilson;Adilson;https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png;3;282;4;7;0.4;4.52;-0.67;1.35;2
82381;Adilson dos Anjos Oliveira;juninho;Juninho;https://s.glbimg.com/es/sde/f/2018/03/17/5ac7a1ff64724f5d36e60c546485f596_FORMATO.png;3;327;4;7;1.9;6.41;-0.39;3.77;3
91664;Adryelson Shawann Lima Silva;adryelson;Adryelson;https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png;3;292;3;6;0.0;3.0;0.0;0.0;0
71724;Agenor Detofol;agenor;Agenor;https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png;3;292;1;6;0.0;0.69;0.0;-6.0;1
84585;Agustín Lionel Allione;allione;Allione;https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png;3;265;4;6;0.0;4.39;0.0;-0.05;2
61985;Airton Ribeiro Santos;airton;Airton;https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png;3;266;4;6;0.0;4.0;0.0;0.0;0
93785;Alan Cardoso de Andrade;alan-cardoso;Alan Cardoso;https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png;3;267;2;6;0.0;3.0;0.0;0.0;0
63110;Alan Luciano Ruschel;alan-ruschel;Alan Ruschel;https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png;3;315;4;6;0.0;5.0;0.0;0.0;0
