Nome; Slug; Apelido; Foto; ID; Rodada; Clube ID; Posicao ID; Status ID; Pontos; Preco; Variacao; Media; Jogos
91687; João Pedro Heinen Silva;joao-pedro;João Pedro;https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png;5;263;4;6;0.0;2.2;0.0;0.0;1
40006;Abel Carlos da Silva Braga;abel-braga;Abel Braga;https://s.glbimg.com/es/sde/f/2018/05/18/56df7a5b666402197bf8a4e66ddbaa18_FORMATO.png;5;266;6;7;3.28;10.43;-0.37;4.18;5
101314;Ademir da Silva Santos Junior;ademir;Ademir;https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png;5;327;5;6;0.0;2.0;0.0;0.0;0
69012;Aderbar Melo dos Santos Neto;santos;Santos;https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png;5;293;1;7;7.4;9.55;1.82;5.94;5
88423;Aderlan de Lima Silva;aderlan;Aderlan;https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png;5;327;2;7;4.1;2.52;0.52;4.1;1
93296;Aderllan Leandro de Jesus Santos;aderllan;Aderllan;https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png;5;287;3;5;0.0;0.91;0.0;-1.9;1
50307;Adilson Warken;adilson;Adilson;https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png;5;282;4;7;8.7;7.17;1.25;4.28;4
82381;Adilson dos Anjos Oliveira;juninho;Juninho;https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png;5;327;4;6;3.4;7.17;0.01;3.72;5
91664;Adryelson Shawann Lima Silva;adryelson;Adryelson;https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png;5;292;3;6;0.0;3.0;0.0;0.0;0
71724;Agenor Detofol;agenor;Agenor;https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png;5;292;1;6;0.0;0.69;0.0;-6.0;1
84585;Agustín Lionel Allione;allione;Allione;https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png;5;265;4;6;0.0;4.39;0.0;-0.05;2
61985;Airton Ribeiro Santos;airton;Airton;https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png;5;266;4;6;0.0;4.0;0.0;0.0;0
93785;Alan Cardoso de Andrade;alan-cardoso;Alan Cardoso;https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png;5;267;2;6;0.0;3.0;0.0;0.0;0
63110;Alan Luciano Ruschel;alan-ruschel;Alan Ruschel;https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png;5;315;4;6;0.0;5.0;0.0;0.0;0
100845;Alan de Souza Guimarães;alanzinho;Alanzinho;https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png;5;275;4;6;0.0;3.0;0.0;0.0;0
84863;Alberto Valentim do Carmo Neto;alberto-valentim;Alberto Valentim;https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png;5;263;6;7;4.64;9.08;0.34;4.04;5
