Nome; Slug; Apelido; Foto; ID; Rodada; Clube ID; Posicao ID; Status ID; Pontos; Preco; Variacao; Media; Jogos
91687; João Pedro Heinen Silva;joao-pedro;João Pedro;https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png;10;263;4;6;0.6;1.78;0.04;-0.15;4
40006;Abel Carlos da Silva Braga;abel-braga;Abel Braga;https://s.glbimg.com/es/sde/f/2018/05/18/56df7a5b666402197bf8a4e66ddbaa18_FORMATO.png;10;266;6;7;1.71;11.06;-0.26;4.4;10
101314;Ademir da Silva Santos Junior;ademir;Ademir;https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png;10;327;5;2;6.4;3.44;0.24;4.02;4
69012;Aderbar Melo dos Santos Neto;santos;Santos;https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png;10;293;1;7;1.0;8.93;-1.12;4.74;9
88423;Aderlan de Lima Silva;aderlan;Aderlan;https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png;10;327;2;7;0.0;3.97;0.0;3.96;5
93296;Aderllan Leandro de Jesus Santos;aderllan;Aderllan;https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png;10;287;3;7;6.2;2.86;0.94;2.54;5
50307;Adilson Warken;adilson;Adilson;https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png;10;282;4;7;4.7;7.02;0.81;3.63;8
82381;Adilson dos Anjos Oliveira;juninho;Juninho;https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png;10;327;4;6;0.0;7.92;0.0;3.86;9
91664;Adryelson Shawann Lima Silva;adryelson;Adryelson;https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png;10;292;3;6;0.0;3.0;0.0;0.0;0
71724;Agenor Detofol;agenor;Agenor;https://s.glbimg.com/es/sde/f/2018/05/24/9106ac655d6f1ff7b1d569a560869619_FORMATO.png;10;292;1;6;0.0;0.69;0.0;-6.0;1
84585;Agustín Lionel Allione;allione;Allione;https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png;10;265;4;6;0.0;3.68;0.04;0.83;6
61985;Airton Ribeiro Santos;airton;Airton;https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png;10;266;4;6;0.0;2.92;0.0;-0.3;1
93785;Alan Cardoso de Andrade;alan-cardoso;Alan Cardoso;https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png;10;267;2;6;0.0;3.0;0.0;0.0;0
63110;Alan Luciano Ruschel;alan-ruschel;Alan Ruschel;https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png;10;315;4;6;0.0;3.7;0.0;0.0;1
100845;Alan de Souza Guimarães;alanzinho;Alanzinho;https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png;10;275;4;6;0.0;3.0;0.0;0.0;0
84863;Alberto Valentim do Carmo Neto;alberto-valentim;Alberto Valentim;https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png;10;263;6;7;5.83;9.65;0.56;3.8;10
74213;Alejandro Abraham Guerra Morales;guerra;Guerra;https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png;10;275;4;5;0.0;7.89;0.0;2.23;4
80363;Alejandro Ariel Cabral;ariel-cabral;Ariel Cabral;https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png;10;283;4;6;0.0;4.57;0.0;2.02;4
101715;Alerrandro Barra Mansa Realino de Souza;alerrandro;Alerrandro;https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png;10;282;5;6;0.0;0.95;0.0;0.45;4
41218;Alessandro Beti Rosa;magrao;Magrão;https://s.glbimg.com/es/sde/f/2018/05/24/f496adc6b632b974ae09ae7205c71914_FORMATO.png;10;292;1;7;8.0;9.12;-0.15;4.17;6
78475;Alex Broch Amado;alex-amado;Alex Amado;https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png;10;354;5;6;0.0;4.0;0.0;0.0;0
85465;Alex Paulo Menezes Santana;alex-santana;Alex Santana;https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png;10;289;4;6;4.0;3.15;0.59;2.5;3
90535;Alex Sandro dos Santos Apolinario;alex;Alex;https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png;10;293;4;6;0.0;1.0;0.0;0.0;0
71389;Alexander Baumjohann;alex-baumjohann;Alex Baumjohann;https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png;10;287;4;6;0.0;1.65;0.0;-0.1;3
38928;Alexandro Silva de Souza;dudu-cearense;Dudu Cearense;https://s.glbimg.com/es/sde/f/2018/05/17/01eaebc0944e538f365960a40b6c4996_FORMATO.png;10;263;4;6;0.0;4.0;0.0;0.0;0
99411;Alexsander Jhonatta de Oliveira Andrade;alexsander;Alexsander;https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png;10;293;4;6;0.0;1.0;0.0;0.0;0
73974;Alison Lopes Ferreira;alison;Alison;https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png;10;277;4;5;0.0;9.0;0.0;4.02;5
81845;Alisson Euler de Freitas Castro;alisson;Alisson;https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png;10;284;4;5;0.0;7.73;0.0;4.3;3
38913;Anderson Luiz de Carvalho;nene;Nenê;https://s.glbimg.com/es/sde/f/2018/05/26/df16876e9f870ea8c1233df2e4dc4c5a_FORMATO.png;10;276;4;7;0.0;8.5;0.0;4.69;9
38001;Anderson Pedro Nunes da Silva Campos;anderson;Anderson;https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_FORMATO.png;10;265;1;6;0.0;3.92;0.0;4.13;3
52618;Anderson Vieira Martins;anderson-martins;Anderson Martins;https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png;10;276;3;2;0.0;5.88;0.0;1.0;4
60819;Anderson Vital da Silva;dede;Dedé;https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png;10;283;3;7;7.9;11.96;0.57;8.04;8
